noise_std,mean,std
0.0,0.1333333333333333,0.0
0.002,0.07333333333333329,0.027888667551135875
0.004,0.04666666666666664,0.050552502960343665
0.005,0.06666666666666664,0.07817359599705717
0.006,0.08666666666666663,0.06055300708194983
0.007,0.03999999999999998,0.043461349368017654
0.008,0.01999999999999998,0.029814239699997164
